"Collection Name","Title#1","Name#1","Name#2","Name#3","Name#4","Type of Resource#1","Genre#1","Place Term#1","Publisher#1","Date Created#1","Abstract#1","Subject Topic#1","Subject Topic#2","Subject Topic#3","Subject Topic#4","Subject Topic#5","Subject Topic#6","Subject Topic#7","Subject Topic#8","Identifier#1","Physical Location#1","Shelf Locator#1","Access Condition#1","lnexp_MEDIAFILENAME","lnexp_PAGEURL","lnexp_IMAGEURL:1"
"Clifford P. and Therese S. Westermeier Collection","Leonard and Mayme Stroud on horses","Doubleday, R.R.; photographer","Stroud, Mayme; performer","Stroud, Leonard; performer","","still images","Photographic postcards","","","","Husband and wife rodeo performers Leonard and Mayme Stroud on horses","Cowgirls","Women rodeo performers","Women in rodeos","Rodeo performers","","","","","narv_westermeier_36_07_M14.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 36, Fd 7, Photo M14","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_36_07_M14.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~712~223914","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_36_07_M14.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard and Mayme Stroud with group of rodeo performers","Doubleday, R.R.; photographer","Stroud, Mayme; performer","Stroud, Leonard; performer","","still images","Photographic postcards","Texas--Fort Worth","","","Husband and wife rodeo performers Leonard and Mayme Stroud with group of men and women rodeo performers","Women rodeo performers","Women in rodeos","Rodeo performers","","","","","","narv_westermeier_32_01_K1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, K1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_01_K1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~713~224031","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_01_K1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard and Mayme Stroud with others","Stroud, Mayme; performer","Stroud, Leonard; performer","","","still images","Photographic postcards","","","","Husband and wife rodeo performers Leonard and Mayme Stroud posing with two other rodeo performers and three horses. Hank Durnell in bowtie.","Rodeos","Rodeo performers","Women rodeo performers","Women in rodeos","Horses","","","","narv_westermeier_32_01_B1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo B1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_32_01_B1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~714~224041","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_32_01_B1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud and another man","Strand; photographer","Stroud, Leonard; performer","","","still images","Photographic postcards","","","","Studio portrait of rodeo performer Leonard Stroud with another cowboy","Rodeos","Rodeo performers","","","","","","","narv_westermeier_35_02_D1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 2, Photo D1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_02_D1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~715~223979","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_02_D1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud and Garrett","Burns; photographer","Stroud, Leonard; performer","Garrett; performer","","still images","Photographic postcards","Washington (State)--Walla Walla","","1917","Rodeo performers Leonard Stroud and Garrett posing with ropes at Pioneer Pow Wow Rodeo","Rodeos","Rodeo performers","","","","","","","narv_westermeier_34_16_Q1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 16, Photo Q1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_34_16_Q1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~716~224010","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_34_16_Q1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud and Hank Durnell","Stroud, Leonard; performer","Durnell, Hank; performer","","","still images","Photographic postcards","","","","Rodeo performers Leonard Stroud and Hank Durnell posing with ropes","Rodeos","Rodeo performers","","","","","","","narv_westermeier_34_16_Q2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 16, Photo Q2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_34_16_Q2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~717~224009","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_34_16_Q2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud and Hank Durnell trick roping","Stroud, Leonard; performer","Durnell, Hank; performer","","","still images","Photographic postcards","","","","Rodeo performers Leonard Stroud and Hank Durnell, as seen through large lasso, spun by Durnell","Rodeos","Rodeo performers","Trick roping","","","","","","narv_westermeier_35_01_S1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 1, Photo S1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_35_01_S1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~718~223981","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_35_01_S1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud and Hank Durnell trick roping","Stroud, Leonard; performer","Durnell, Hank; performer","","","still images","Photographic postcards","","","1918","Rodeo performer Leonard Stroud and Hank Durnell jumping in and out of low spinning rope. Caption reads, ""A two-in-one, a cowboy pastime"" ","Rodeos","Rodeo performers","Trick roping","Horses","","","","","narv_westermeier_34_16_U19.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 16, Photo U19","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_34_16_U19.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~719~224001","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_34_16_U19.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud bulldogging","Horne, Walter H., 1883-1921; photographer","Stroud, Leonard; performer","","","still images","Photographic postcards","Texas--El Paso","","","Rodeo performer Leonard Stroud wrestling a standing steer","Rodeos","Rodeo performers","Steer wrestling","","","","","","narv_westermeier_34_17_W2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 17, Photo W2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_34_17_W2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~720~223989","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_34_17_W2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud calf roping","Stroud, Leonard; performer","","","","still images","Photographs","","","1918","Rodeo performer Leonard Stroud stands, with hands in the air, over a calf roped on the ground","Rodeos","Rodeo performers","Calf roping","","","","","","narv_westermeier_34_17_C2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 17, Photo C2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_34_17_C2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~721~223996","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_34_17_C2.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud doing shoulder stand","Doubleday, R.R.; photographer","Stroud, Leonard; performer","","","still images","Photographic postcards","New Mexico--Magdalena","","","Rodeo performer Leonard Stroud riding a running horse with both feet in the air, a trick called the ""shoulder stand."" Mountains and cars in the background. ","Rodeos","Rodeo performers","Trick riding","","","","","","narv_westermeier_34_15_F1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 15, Photo F1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_34_15_F1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~722~224021","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_34_15_F1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud doing shoulder stand","Stroud, Leonard; performer","","","","still images","Photographic postcards","New York (State)","","1916","Rodeo performer Leonard Stroud riding a running horse with both feet in the air, a trick called the ""shoulder stand."" Women spectators in the background","Rodeos","Rodeo performers","Trick riding","","","","","","narv_westermeier_34_15_B1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 15, Photo B1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_34_15_B1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~723~224025","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_34_15_B1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud doing shoulder stand","Stroud, Leonard; performer","","","","still images","Photographic postcards","New York (State)--Syracuse","","1924","Rodeo performer Leonard Stroud riding a running horse with both feet in the air, a trick called the ""shoulder stand""","Rodeos","Rodeo performers","Trick riding","","","","","","narv_westermeier_34_15_I7.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 15, Photo I7","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_34_15_I7.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~724~224014","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_34_15_I7.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud doing shoulder stand","Stroud, Leonard; performer","","","","still images","Photographic postcards","Colorado--Pueblo","Rocky Mountain Photo Company","","Rodeo performer Leonard Stroud riding a running horse with both feet in the air, a trick called the ""shoulder stand."" At the Colorado State Fair and Rodeo","Rodeos","Rodeo performers","Trick riding","","","","","","narv_westermeier_34_15_E1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Fd 15, Photo E1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_34_15_E1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~725~224024","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_34_15_E1.jpg"
"Clifford P. and Therese S. Westermeier Collection","Leonard Stroud doing Stroud Layout while spinning lasso","Stroud, Leonard; performer","","","","still images","Photographic postcards","Colorado--Pikes Peak","","","Rodeo performer Leonard Stroud hanging sideways off the side of a horse, in a trick called the ""Stroud Layout,"" while spinning a lasso above. Arena with American flags in the background. At Pike's Peak Rodeo","Rodeos","Rodeo performers","Trick riding","","","","","","narv_westermeier_34_16_U23.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 34, Folder 16, Photo U23","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","narv_westermeier_34_16_U23.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~726~223998","https://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size1/CUB~17~17/4661/narv_westermeier_34_16_U23.jpg"
