"Collection Name","Title#1","Name#1","Name#2","Name#3","Name#4","Type of Resource#1","Genre#1","Place Term#1","Publisher#1","Date Created#1","Abstract#1","Subject Topic#1","Subject Topic#2","Subject Topic#3","Subject Topic#4","Subject Topic#5","Subject Topic#6","Subject Topic#7","Subject Topic#8","Identifier ARK#1","Identifier#2","Physical Location#1","Shelf Locator#1","Access Condition#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Clifford P. and Therese S. Westermeier Collection","Rodeo performer riding bronco","Garnett, H.H.; photographer","","","","still image","Photographic postcards","","","","Rodeo performer riding bucking bronco, outlined in white paint","Rodeos","Rodeo performers","Bronco riding","","","","","","https://ark.colorado.edu/ark:/47540/np299889z1qh","narv_westermeier_31_06_D6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 6, Photo D6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","857","224209","4858","narv_westermeier_31_06_D6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~857~224209"
"Clifford P. and Therese S. Westermeier Collection","Rodeo performer riding bull","","","","","still image","Photographic postcards","","","","Unidentified rodeo performer riding bucking bull","Rodeos","Rodeo performers","Bull riding","","","","","","https://ark.colorado.edu/ark:/47540/d36b7c54n2xv","narv_westermeier_32_02_N2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 2, Photo N2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","858","224026","4858","narv_westermeier_32_02_N2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~858~224026"
"Clifford P. and Therese S. Westermeier Collection","Rodeo performer roping calf","Doubleday, R.R.; photographer","","","","still image","Photographic postcards","","","","Rodeo performer Doc Pardee tying the legs of a calf","Rodeos","Rodeo performers","Calf roping","","","","","","https://ark.colorado.edu/ark:/47540/tw954s72z8px","narv_westermeier_31_10_A1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 10, Photo A1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","859","224096","4858","narv_westermeier_31_10_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~859~224096"
"Clifford P. and Therese S. Westermeier Collection","Rodeo performer thrown from bronco","","","","","still image","Photographic postcards","Alberta--Calgary","","","Unidentified rodeo performer thrown from bronco","Rodeos","Rodeo performers","Bronco riding","","","","","","https://ark.colorado.edu/ark:/47540/p80r7130m9hs","narv_westermeier_31_03_A3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 3, Photo A3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","860","224144","4858","narv_westermeier_31_03_A3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~860~224144"
"Clifford P. and Therese S. Westermeier Collection","Rope spinning by ""101"" boys","","","","","still image","Photographic postcards","","","","Rodeo performers, ""101 Boys."" One spinning a large lasso, another with a rodeo number on his back","Rodeos","Rodeo performers","Trick roping","","","","","","https://ark.colorado.edu/ark:/47540/gv0m918930f3","narv_westermeier_44_Book2_BW.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo BW","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","861","223876","4858","narv_westermeier_44_Book2_BW.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~861~223876"
"Clifford P. and Therese S. Westermeier Collection","Rose Wenger and Walter McCulley on horseback","Wenger, Rose; performer","McCulley, Walter; performer","","","still image","Photographic postcards","Oregon--Pendleton","","","Rodeo performers Rose Wenger and Walter McCulley on horseback at the Pendleton Round-Up","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Rodeo performers","Horses","","","https://ark.colorado.edu/ark:/47540/866s4d44h2n8","narv_westermeier_44_Book2_CM.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo CM","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","862","223866","4858","narv_westermeier_44_Book2_CM.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~862~223866"
"Clifford P. and Therese S. Westermeier Collection","Rose Wenger on dress parade","Wenger, Rose; performer","","","","still image","Photographic postcards","","","","Rodeo performer Rose Wenger on horseback in rodeo attire","Cowgirls","Women rodeo performers","Women in rodeos","Horses","","","","","https://ark.colorado.edu/ark:/47540/r92m4w67z118","narv_westermeier_44_Book2_CG.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo CG","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","863","223871","4858","narv_westermeier_44_Book2_CG.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~863~223871"
"Clifford P. and Therese S. Westermeier Collection","Rose Wenger on horseback","Wenger, Rose; performer","","","","still image","Photographic postcards","Oregon--Pendleton","","","Rodeo performer Rose Wenger on horseback at the Pendleton Round-Up","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Horses","","","","https://ark.colorado.edu/ark:/47540/n46s5d74m9qp","narv_westermeier_44_Book2_CL.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo CL","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","864","223867","4858","narv_westermeier_44_Book2_CL.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~864~223867"
"Clifford P. and Therese S. Westermeier Collection","Rose Wenger with lasso","Wenger, Rose; performer","","","","still image","Photographic postcards","","","","Rodeo performer Rose Wenger with lasso","Cowgirls","Women rodeo performers","Women in rodeos","","","","","","https://ark.colorado.edu/ark:/47540/jg9k3271h0zt","narv_westermeier_44_Book2_CF.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo CF","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","865","223872","4858","narv_westermeier_44_Book2_CF.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~865~223872"
"Clifford P. and Therese S. Westermeier Collection","Rose Wenger with saddle","Brininstool, E. A. (Earl Alonzo), 1870-1957; photographer","Wenger, Rose; performer","","","still image","Photographic postcards","","","","Rodeo performer Rose Wenger poses with her saddle","Cowgirls","Women rodeo performers","Women in rodeos","Saddles","","","","","https://ark.colorado.edu/ark:/47540/8x2z9s01h3r2","narv_westermeier_44_Book2_CH.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo CH","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","866","223870","4858","narv_westermeier_44_Book2_CH.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~866~223870"
"Clifford P. and Therese S. Westermeier Collection","Roy Jones trick roping","Moorhouse, Lee, 1850-1926; photographer","Jones, Roy; performer","","","still image","Photographic postcards","Oregon--Pendleton","","","Rodeo performer Roy Jones roping a horse ridden by Joe Pickle","Rodeos","Rodeo performers","Trick roping","Horses","","","","","https://ark.colorado.edu/ark:/47540/dz4h5285922c","narv_westermeier_31_12_D3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 12, Photo D3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","867","224079","4858","narv_westermeier_31_12_D3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~867~224079"
"Clifford P. and Therese S. Westermeier Collection","Ruth Roach feeding pig","Doubleday, R.R.; photographer","Roach, Ruth; performer","","","still image","Photographic postcards","","","","Rodeo performer Ruth Roach bottle-feeding a small pig","Cowgirls","Women rodeo performers","Women in rodeos","Swine","","","","","https://ark.colorado.edu/ark:/47540/mx4m9g40n5m2","narv_westermeier_31_13_A1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo A1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","868","224078","4858","narv_westermeier_31_13_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~868~224078"
"Clifford P. and Therese S. Westermeier Collection","Sam Schorrille and wife","Stimson, Joseph Elam, 1870-1952; photographer","Schorrille, Sam; performer","","","still image","Photographic postcards","","","1907","Man and woman in rodeo apparel posing on horses","Rodeos","Rodeo performers","Horses","","","","","","https://ark.colorado.edu/ark:/47540/645r9k29p4hd","narv_westermeier_44_Book1_CB.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo CB","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","869","223899","4858","narv_westermeier_44_Book1_CB.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~869~223899"
"Clifford P. and Therese S. Westermeier Collection","Scene from a wild west show","","","","","still image","Photographic postcards","Colorado--Denver","","1908","Scene from an unidentified wild west show, men on horseback fighting with swords","Wild west shows","Combat","","","","","","","https://ark.colorado.edu/ark:/47540/n16b0225j3cc","narv_westermeier_32_01_A9.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A9","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","870","224048","4858","narv_westermeier_32_01_A9.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~870~224048"
"Clifford P. and Therese S. Westermeier Collection","Scene from a wild west show","","","","","still image","Photographic postcards","Colorado--Denver","","1908","Scene from an unidentified wild west show, a stagecoach with men carrying guns","Wild west shows","Stagecoaches","Firearms","","","","","","https://ark.colorado.edu/ark:/47540/52142h30g5zv","narv_westermeier_32_01_A8.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A8","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","871","224049","4858","narv_westermeier_32_01_A8.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~871~224049"
"Clifford P. and Therese S. Westermeier Collection","Schultz bulldogging","Doubleday, R.R.; photographer","","","","still image","Photographic postcards","","","1920","Rodeo performer Schultz jumping from horse onto steer","Rodeos","Rodeo performers","Steer wrestling","","","","","","https://ark.colorado.edu/ark:/47540/z01c3f7678ck","narv_westermeier_31_09_A6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 9, Photo A6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","872","224103","4858","narv_westermeier_31_09_A6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~872~224103"
"Clifford P. and Therese S. Westermeier Collection","Shorty Kelso riding bronco","Doubleday, R.R.; photographer","Kelso, Shorty; performer","","","still image","Photographic postcards","Texas--Wichita Falls","","","Rodeo performer Shorty Kelso riding bronco","Rodeos","Rodeo performers","Bronco riding","","","","","","https://ark.colorado.edu/ark:/47540/592q7p4952n4","narv_westermeier_31_06_J3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 6, Photo J3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","873","224120","4858","narv_westermeier_31_06_J3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~873~224120"
"Clifford P. and Therese S. Westermeier Collection","Shorty Ricker bulldogging","Doubleday, R.R.; photographer","Ricker, Shorty; performer","","","still image","Photographic postcards","Nebraska--North Platte","","","Rodeo performer Shorty Ricker on ground after wrestling a steer","Rodeos","Rodeo performers","Steer wrestling","","","","","","https://ark.colorado.edu/ark:/47540/3v462s04w5ht","narv_westermeier_31_09_C2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 9, Photo C2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","874","224101","4858","narv_westermeier_31_09_C2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~874~224101"
"Clifford P. and Therese S. Westermeier Collection","Stagecoach in circus parade","","","","","still image","Photographic postcards","California--Los Angeles","","1913","Stagecoach from Al G. Barnes Wild Animal Circus rides past a filled arena","Circus","Stagecoaches","","","","","","","https://ark.colorado.edu/ark:/47540/qr0k5m84c8xg","narv_westermeier_35_07_B3.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 7, Photo B3","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","875","223953","4858","narv_westermeier_35_07_B3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~875~223953"
"Clifford P. and Therese S. Westermeier Collection","Strickland running from bronco","Doubleday, R.R.; photographer","Strickland, Mabel; performer","","","still image","Photographic postcards","Iowa--Rock Rapids","","","Rodeo performer, Strickland, running away after having fallen from bronco","Rodeos","Rodeo performers","Bronco riding","","","","","","https://ark.colorado.edu/ark:/47540/498r6876p13g","narv_westermeier_31_07_E4.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 7, Photo E4","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","876","224113","4858","narv_westermeier_31_07_E4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~876~224113"
"Clifford P. and Therese S. Westermeier Collection","Ted Elder jumping horse over car","Doubleday, R.R.; photographer","Elder, Ted; performer","","","still image","Photographic postcards","","","","Rodeo performer Ted Elder standing in saddle while jumping horse over a car","Rodeos","Rodeo performers","Rodeo animals","Horses","Jumping (Horsemanship)","Automobiles","","","https://ark.colorado.edu/ark:/47540/rr3x0v3355j5","narv_westermeier_31_11_A9.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 11, Photo A9","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","877","224091","4858","narv_westermeier_31_11_A9.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~877~224091"
"Clifford P. and Therese S. Westermeier Collection","Texas Rose riding bronco","Burns; photographer","Rose, Texas; performer","","","still image","Photographic postcards","Oregon--Pendleton","","1917","Rodeo performer Texas Rose riding bronco, Prairie Bell","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bronco Riding","","","","https://ark.colorado.edu/ark:/47540/qw4b8006412b","narv_westermeier_31_05_A6.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo A6","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","878","224135","4858","narv_westermeier_31_05_A6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~878~224135"
"Clifford P. and Therese S. Westermeier Collection","Thelma Thompson and Lorea Trickey at Pendleton Round-Up","Doubleday, R.R.; photographer","Thompson, Thelma; performer","Trickey, Lorea; performer","","still image","Photographic postcards","Oregon--Pendleton","","1922","Rodeo performers Thelma Thompson and Lorena Trickey, one on horseback and the other holding a bouquet of flowers","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Bouquets","Horses","","","https://ark.colorado.edu/ark:/47540/7b9g876951vh","narv_westermeier_44_Book1_BM.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo BM","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","879","223902","4858","narv_westermeier_44_Book1_BM.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~879~223902"
"Clifford P. and Therese S. Westermeier Collection","Three women rodeo performers on a horse with two others standing","Doubleday, R.R.; photographer","","","","still image","Photographic postcards","","","","Three unidentified women rodeo performers sitting on a horse, with two others standing nearby. Possibly Mayme Stroud on the right.","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","","","","","https://ark.colorado.edu/ark:/47540/jc636m26x6gg","narv_westermeier_31_05_A9.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo A9","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","880","224132","4858","narv_westermeier_31_05_A9.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~880~224132"
"Clifford P. and Therese S. Westermeier Collection","Tillie Baldwin and Mrs. O. Davis","Brininstool, E. A. (Earl Alonzo), 1870-1957; photographer","Baldwin, Tillie; performer","Davis, O.; performer","","still image","Photographic postcards","","","","Rodeo performers Tillie Baldwin and Mrs. O. Davis","Cowgirls","Women rodeo performers","Women in rodeos","","","","","","https://ark.colorado.edu/ark:/47540/z49b2910j7w3","narv_westermeier_44_Book2_BL.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo BL","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","881","223880","4858","narv_westermeier_44_Book2_BL.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~881~223880"
"Clifford P. and Therese S. Westermeier Collection","Tillie Baldwin doing Russian Drag","Brininstool, E. A. (Earl Alonzo), 1870-1957; photographer","Baldwin, Tillie; performer","","","still image","Photographic postcards","Oregon--Pendleton","","1912","Rodeo performer Tillie Baldwin hanging from saddle in moving horse, in a trick called the ""Russian Drag""","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Trick riding","","","","https://ark.colorado.edu/ark:/47540/3h2t3133t3n0","narv_westermeier_44_Book2_BM.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo BM","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","882","223879","4858","narv_westermeier_44_Book2_BM.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~882~223879"
"Clifford P. and Therese S. Westermeier Collection","Tillie Baldwin riding bronco","Baldwin, Tille; performer","","","","still image","Photographic postcards","","","","Rodeo performer Tillie Baldwin riding a bucking bronco","Cowgirls","Women rodeo performers","Women in rodeos","Rodeos","Bronco Riding","","","","https://ark.colorado.edu/ark:/47540/dq0j3n63w7ng","narv_westermeier_44_Book2_BZ.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 2, Photo BZ","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","883","223875","4858","narv_westermeier_44_Book2_BZ.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~883~223875"
"Clifford P. and Therese S. Westermeier Collection","Tillie Baldwin trick riding","Bowman, Walter S.; photographer","Baldwin, Tillie; performer","","","still image","Photographic postcards","Oregon--Pendleton","","","Rodeo performer Tillie Baldwin hanging from the saddle of a moving horse","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Horses","Trick riding","","","https://ark.colorado.edu/ark:/47540/nc1p3v8232b2","narv_westermeier_31_05_A5.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo A5","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","884","224136","4858","narv_westermeier_31_05_A5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~884~224136"
"Clifford P. and Therese S. Westermeier Collection","Tin Horn Hank Keenan doing backbend with pony","O'Neill; photographer","Keenan, Hank; performer","","","still image","Photographic postcards","","","","Young boy, Tin Horn Hank Keenan, doing a backbend next to a posing pony","Rodeos","Rodeo performers","Rodeo clowns","Horses","","","","","https://ark.colorado.edu/ark:/47540/k7453g06h9h1","narv_westermeier_31_01_H1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 1, Photo H1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","885","224146","4858","narv_westermeier_31_01_H1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~885~224146"
"Clifford P. and Therese S. Westermeier Collection","Tin Horn Hank riding bronco","Hank, Tin Horn; performer","","","","still image","Photographic postcards","","","","Rodeo clown Tin Horn Hank riding a bronco","Rodeos","Rodeo performers","Rodeo clowns","Bronco Riding","","","","","https://ark.colorado.edu/ark:/47540/mk089t60q5fr","narv_westermeier_31_01_E2.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 1, Photo E2","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","886","224147","4858","narv_westermeier_31_01_E2.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~886~224147"
"Clifford P. and Therese S. Westermeier Collection","Trick rider Leonard Stroud with decorated car","Stroud, Leonard; performer","","","","still image","Photographic postcards","","","","Rodeo performer Leonard Stroud lays on ground near car decorated with Indian painting and bull horns on the front. Wheel cover reads ""Leonard Stroud: Trick Rider, Rocky Ford, Colorado."" Barn and tent in background.","Rodeos","Rodeo performers","Automobiles","","","","","","https://ark.colorado.edu/ark:/47540/vp2k9g46p2bx","narv_westermeier_35_02_Q1.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 35, Fd 2, Photo Q1","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","887","223977","4858","narv_westermeier_35_02_Q1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~887~223977"
"Clifford P. and Therese S. Westermeier Collection","Two cowboys with rodeo clown","","","","","still image","Photographic postcards","","","","Two unidentified cowboys posing with a rodeo clown","Rodeos","Rodeo performers","Rodeo clowns","","","","","","https://ark.colorado.edu/ark:/47540/zq5c6581g703","narv_westermeier_32_01_A18.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A18","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","888","224044","4858","narv_westermeier_32_01_A18.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~888~224044"
"Clifford P. and Therese S. Westermeier Collection","Two rodeo performers out of costume","","","","","still image","Photographic postcards","","","","Two unidentified rodeo performers out of costume, one very tall, one a person with dwarfism","Rodeos","Rodeo performers","Rodeo clowns","Dwarfs (Persons)","","","","","https://ark.colorado.edu/ark:/47540/8k5t5c7217g8","narv_westermeier_32_01_A19.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A19","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","889","224043","4858","narv_westermeier_32_01_A19.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~889~224043"
"Clifford P. and Therese S. Westermeier Collection","Two women rodeo performers with horse","","","","","still image","Photographic postcards","","","","Two unidentified women rodeo performers posing, possibly in men's clothing, with horse","Cowgirls","Rodeos","Women rodeo performers","Women in rodeos","Horses","","","","https://ark.colorado.edu/ark:/47540/1v026p52n2sp","narv_westermeier_44_Book1_CO.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo CO","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","890","223892","4858","narv_westermeier_44_Book1_CO.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~890~223892"
"Clifford P. and Therese S. Westermeier Collection","Umatilla Indians in Grand Parade","Bowman, Walter S.; photographer","","","","still image","Photographic postcards","Oregon--Pendleton","","","Unidentified Umatilla Indians on horseback in the Pendleton Round-Up Grand Parade","Rodeos","Rodeo performers","Indians in rodeos","","","","","","https://ark.colorado.edu/ark:/47540/m444514772g5","narv_westermeier_44_Book1_C.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book1, Photo C","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","891","223900","4858","narv_westermeier_44_Book1_C.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~891~223900"
"Clifford P. and Therese S. Westermeier Collection","Unidentified child cowboy","","","","","still image","Photographic postcards","","","","Unidentified boy in rodeo apparel","Rodeos","Rodeo performers","","","","","","","https://ark.colorado.edu/ark:/47540/r23p8g29t16x","narv_westermeier_44_Book1_CL.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo CL","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","892","223895","4858","narv_westermeier_44_Book1_CL.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~892~223895"
"Clifford P. and Therese S. Westermeier Collection","Unidentified rodeo performer","","","","","still image","Photographic postcards","","","","Unidentified rodeo performer in elaborate chaps, standing in a field","Rodeos","Rodeo performers","Chaps (Clothing)","","","","","","https://ark.colorado.edu/ark:/47540/r24h9n54r08g","narv_westermeier_32_01_A24.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo A24","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","893","224042","4858","narv_westermeier_32_01_A24.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~893~224042"
"Clifford P. and Therese S. Westermeier Collection","Unidentified rodeo performer on bronco","Bowman, Walter S.; photographer","","","","still image","Photographic postcards","Oregon--Pendleton","","1912","Unidentified rodeo performer hanging off the front of bucking bronco","Rodeos","Rodeo performers","Bronco riding","","","","","","https://ark.colorado.edu/ark:/47540/hw776h56q128","narv_westermeier_44_Book1_Z.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo Z","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","894","223887","4858","narv_westermeier_44_Book1_Z.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~894~223887"
"Clifford P. and Therese S. Westermeier Collection","Unidentified rodeo performer on bronco","Bowman, Walter S.; photographer","","","","still image","Photographic postcards","Oregon--Pendleton","","1912","Unidentified rodeo performer on bucking bronco, with man in suit laying nearby","Rodeos","Rodeo performers","Bronco riding","","","","","","https://ark.colorado.edu/ark:/47540/w10b6448x6np","narv_westermeier_44_Book1_AU.tif","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo AU","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States. https://rightsstatements.org/page/NoC-US/1.0/?language=en","895","223904","4858","narv_westermeier_44_Book1_AU.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~895~223904"
