"Collection Name","Title#1","Name#1","Name Authority#1","Name#2","Name Authority#2","Name#3","Name Authority#3","Name#4","Name Authority#4","Type of Resource#1","Type of Resource Authority#1","Genre#1","Genre Authority#1","Place Term#1","Publisher#1","Date Created#1","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Language Term Type#1","Form#1","Form Authority#1","Internet Media Type#1","Extent#1","Digital Origin#1","Abstract#1","Subject Topic#1","Subject Topic Authority#1","Subject Topic#2","Subject Topic Authority#2","Subject Topic#3","Subject Topic Authority#3","Subject Topic#4","Subject Topic Authority#4","Subject Topic#5","Subject Topic Authority#5","Subject Topic#6","Subject Topic Authority#6","Subject Topic#7","Subject Topic Authority#7","Subject Topic#8","Subject Topic Authority#8","Identifier#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Access Condition URI#1","Access Condition#2","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Clifford P. and Therese S. Westermeier Collection","Jane Bernoudy on horseback","Bernoudy, Jane;performer","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Jane Bernoudy posing on horseback","Cowgirls","http://id.worldcat.org/fast/882007","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Horses","http://id.worldcat.org/fast/960603","","","","","","","","","narv_westermeier_44_Book1_CN.tif","https://ark.colorado.edu/ark:/47540/sb852h29r765","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo CN","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","693","4858","narv_westermeier_44_Book1_CN.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~693~223893"
"Clifford P. and Therese S. Westermeier Collection","Jane Bernoudy trick roping in blind-folded","Bernoudy, Jane;performer","","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Jane Bernoudy in blindfold beginning to spin lasso","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Trick roping","http://id.worldcat.org/fast/1156639","","","","","","","narv_westermeier_31_13_A6.tif","https://ark.colorado.edu/ark:/47540/3c1h444482d3","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 13, Photo A6","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","694","4858","narv_westermeier_31_13_A6.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~694~224073"
"Clifford P. and Therese S. Westermeier Collection","Jason Stanley trick roping","Bowman, Walter S.;photographer","local","Stanley, Jason; performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Oregon--Pendleton","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Jesse Stanley on a running horse, spinning a lasso around himself and horse, a trick called the ""wedding ring""","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Trick roping","http://id.worldcat.org/fast/1156639","Horses","http://id.worldcat.org/fast/960603","","","","","","","","","narv_westermeier_31_05_E1.tif","https://ark.colorado.edu/ark:/47540/840m1j00h698","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo E1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","695","4858","narv_westermeier_31_05_E1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~695~224127"
"Clifford P. and Therese S. Westermeier Collection","Jim Eskew and Bud Wallace","Eskew, Jim;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","1908","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Studio portrait of wild west show performers Jim Eskew and Bud Wallace","Rodeo performers","http://id.worldcat.org/fast/1099561","Wild west shows","http://id.worldcat.org/fast/1175145","","","","","","","","","","","","","narv_westermeier_26_09_E3.tif","https://ark.colorado.edu/ark:/47540/bq2b6z94c7dc","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 26, Fd 9, Photo E3","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","696","4858","narv_westermeier_26_09_E3.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~696~224165"
"Clifford P. and Therese S. Westermeier Collection","John Muir falling from bronco","Bowman, Walter S.;photographer","","Muir, John;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Oregon--Pendleton","","1912","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer John Muir landing on his head after falling from bucking bronco","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","","","","","narv_westermeier_44_Book1_AE.tif","https://ark.colorado.edu/ark:/47540/339j7b41x9ws","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo AE","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","698","4858","narv_westermeier_44_Book1_AE.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~698~223907"
"Clifford P. and Therese S. Westermeier Collection","John Thomas riding bronco","Thomas, John;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Colorado--Denver","","1910","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer John Thomas riding bronco in empty field","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","","","","","narv_westermeier_32_01_J5.tif","https://ark.colorado.edu/ark:/47540/nw8f5f39t0c7","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 32, Fd 1, Photo J5","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","699","4858","narv_westermeier_32_01_J5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~699~224032"
"Clifford P. and Therese S. Westermeier Collection","Johnny Grimes jumping bull over horse","Doubleday, Ralph Russell, 1881-1958;photographer","local","Grimes, Johnny;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Johnny Grimes jumping a brahma bull, ""New Deal"" over a car","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Rodeo animals","ttp://id.worldcat.org/fast/1099557","","","","","","","","","","","narv_westermeier_31_11_A5.tif","https://ark.colorado.edu/ark:/47540/nw957s8100nb","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 11, Photo A5","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","700","4858","narv_westermeier_31_11_A5.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~700~224094"
"Clifford P. and Therese S. Westermeier Collection","Johnny Grimes jumping bull over horse","Doubleday, Ralph Russell, 1881-1958;photographer","local","Grimes, Johnny;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Colorado--Colorado Springs","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Johnny Grimes jumping a brahma bull over a car","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Rodeo animals","ttp://id.worldcat.org/fast/1099557","","","","","","","","","","","narv_westermeier_31_11_A4.tif","https://ark.colorado.edu/ark:/47540/qb2q9327v46z","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 11, Photo A4","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","701","4858","narv_westermeier_31_11_A4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~701~224095"
"Clifford P. and Therese S. Westermeier Collection","Johnny Judd trick roping","Jones;photographer","local","Judd, Johnny;performer","local","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","New Mexico--Las Vegas","","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Johnny Judd jumping through a spinning rope, at the Cowboy Reunion Rodeo","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","Trick roping","http://id.worldcat.org/fast/1156639","","","","","","","","","","","narv_westermeier_31_12_B4.tif","https://ark.colorado.edu/ark:/47540/xv045d04k5s9","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 12, Photo B4","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","702","4858","narv_westermeier_31_12_B4.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~702~224085"
"Clifford P. and Therese S. Westermeier Collection","Johnny Spain and Jack Hoxie","Brininstool, E. A. (Earl Alonzo), 1870-1957;photographer","http://id.worldcat.org/fast/210013","Spain, Johnny;performer","http://id.worldcat.org/fast/364962","Hoxie, Jack, approximately 1885-1965;performer","http://id.worldcat.org/fast/1824815","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","","","1912","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performers Johnny Spain and Jack Hoxie standing and laughing with a horse","Rodeos","http://id.worldcat.org/fast/1099565","Rodeo performers","http://id.worldcat.org/fast/1099561","","","","","","","","","","","","","narv_westermeier_44_Book1_CJ.tif","https://ark.colorado.edu/ark:/47540/zz3s2188g4cj","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 44, Book 1, Photo CJ","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","703","4858","narv_westermeier_44_Book1_CJ.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~703~223896"
"Clifford P. and Therese S. Westermeier Collection","Laurette Schrimpf riding bronco","Schrimpf, Laurette;performer","local","","","","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","photographic postcards","http://vocab.getty.edu/page/aat/300192703","Oregon--Pendleton","Pendleton Drug Co.","","English","ISO639-2","http://id.loc.gov/vocabulary/iso639-2/eng","eng","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","image/tiff","1 photograph","reformatted digital","Rodeo performer Laurette Schrimpf seen from behind riding bronco, Brandy","Cowgirls","http://id.worldcat.org/fast/882007","Rodeos","http://id.worldcat.org/fast/1099565","Women rodeo performers","http://id.worldcat.org/fast/1178476","Women in rodeos","http://id.worldcat.org/fast/1177964","Bronc riding","http://id.worldcat.org/fast/839383","","","","","","","narv_westermeier_31_05_A1.tif","https://ark.colorado.edu/ark:/47540/kt1w5t34p7zd","University of Colorado Boulder. Special Collections, Archives & Preservation","Box 31, Fd 5, Photo A1","https://rightsstatements.org/page/NoC-US/1.0/?language=en","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States.","704","4858","narv_westermeier_31_05_A1.tif","https://cudl.colorado.edu//luna/servlet/detail/CUB~17~17~704~224139"
